timestamp_utc,tripId,codTren,codLinea,retrasoMin,codEstAct,codEstSig,horaLlegadaSigEst,codEstDest,codEstOrig,porAvanc,latitud,longitud,nucleo,accesible,via,nextVia
2026-06-13T00:02:14Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:06:34Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:11:44Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:16:48Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:21:47Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:26:32Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:31:53Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:36:33Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:41:37Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:46:38Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:51:38Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T00:56:38Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T01:02:05Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T01:06:39Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T01:11:40Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T01:16:47Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T01:21:37Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T01:26:31Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T01:32:01Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
2026-06-13T01:36:33Z,1061S27997C5,27997,C5,0,35606,35607,2026-06-14T00:57:00,35607,35002,S,40.32875,-3.8636916,10,False,2,2
